Date;NIDALY;NILMEX;NISHFE;NIWUXI;CUDALY;CUCOMX;CULMEX;CUSHFE;LIDALY;LICOMX;LILMEX;LIANTH;CODALY;COLMEX;COWUXI;COCOMX;NIDALY_BD;NILMEX_BD;NISHFE_BD;NIWUXI_BD;CUDALY_BD;CUCOMX_BD;CULMEX_BD;CUSHFE_BD;LIDALY_BD;LICOMX_BD;LILMEX_BD;LIANTH_BD;CODALY_BD;COLMEX_BD;COWUXI_BD;COCOMX_BD
2022-01-04;9,6434;21137,000;152,030;153,900;4,4700;4,470;9768,000;69720,000;43,5150;36,000;32600,000;240000,000;31,9780;70178,000;497,500;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0
2022-01-05;9,4148;20638,000;154,160;151,400;4,4165;4,400;9698,000;70130,000;43,5720;37,000;33800,000;240000,000;31,9780;70176,000;495,000;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0
2022-01-06;9,2981;20383,000;152,230;149,250;4,3560;4,350;9531,000;69690,000;44,2810;37,000;35000,000;255000,000;31,9780;70180,000;492,500;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0
2022-01-07;9,4615;20734,000;151,340;152,350;4,4100;4,400;9647,000;69420,000;45,5350;37,000;35900,000;255000,000;31,9780;70178,000;493,000;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0
2022-01-10;9,4932;20799,000;155,960;153,350;4,3520;4,340;9563,500;69740,000;46,8430;37,000;35900,000;260000,000;31,9780;70164,000;489,500;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0
2022-01-11;9,9727;21794,000;158,330;158,900;4,4265;4,420;9719,500;69600,000;48,0860;37,000;35900,000;260000,000;31,9780;70167,000;488,000;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0
2022-01-12;10,0830;22064,000;163,110;162,750;4,5595;4,560;10064,000;70630,000;48,1490;37,000;36650,000;260000,000;31,9780;70165,000;493,000;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0
2022-01-13;10,1680;22176,000;162,410;163,550;4,5415;4,530;9958,500;71900,000;50,6980;37,000;36650,000;260000,000;31,9780;70171,000;492,000;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0
2022-01-14;10,2380;22194,000;165,440;163,600;4,4205;4,410;9719,500;71670,000;51,5490;37,000;36650,000;260000,000;31,9780;70167,000;492,500;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-01-17;10,2320;22063,000;163,710;164,150;4,4360;4,334;9731,000;70580,000;51,5830;36,383;36650,000;272500,000;31,9780;70149,000;486,000;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-01-18;10,1800;22073,000;163,390;163,500;4,3950;4,380;9676,000;69970,000;51,5590;37,000;36650,000;272500,000;31,9780;70150,000;491,500;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-01-19;10,6520;23154,000;163,230;170,400;4,4640;4,460;9841,500;69960,000;52,3890;38,000;37650,000;272500,000;31,9780;70151,000;489,000;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-01-20;10,9210;23795,000;170,850;182,250;4,5710;4,580;9990,000;70750,000;53,6640;38,000;38100,000;282500,000;32,6590;71649,000;495,500;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-01-21;11,0310;24028,000;176,710;180,000;4,5240;4,510;9941,000;71150,000;54,9690;39,000;38100,000;282500,000;32,6590;71644,000;499,000;34,000;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-01-24;10,2860;22404,000;179,190;171,000;4,4285;4,400;9728,000;70910,000;56,6620;39,000;38450,000;290000,000;32,6590;71700,000;495,000;34,000;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-01-25;10,2860;22340,000;167,870;163,000;4,4765;4,440;9801,000;69850,000;56,6370;39,000;38450,000;290000,000;32,2050;70704,000;492,500;34,000;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-01-26;10,4540;22695,000;165,770;166,800;4,4985;4,500;9916,500;70190,000;56,7020;39,000;38450,000;290000,000;32,2050;70706,000;490,000;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-01-27;10,3390;22398,000;167,310;166,050;4,4150;4,410;9782,000;70410,000;57,7130;39,000;38450,000;295000,000;32,2050;70714,000;490,500;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-01-28;10,3260;22332,000;167,300;165,400;4,3100;4,300;9507,500;70450,000;57,7640;41,000;38600,000;295000,000;32,2050;70714,000;489,000;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-01-31;10,5390;22328,000;166,543;167,580;4,3275;4,320;9506,000;70558,563;57,7710;39,000;38600,000;298639,430;32,2050;70714,000;489,129;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-02-01;10,5840;22764,000;166,652;167,850;4,4250;4,430;9696,500;70599,002;59,3420;42,000;41600,000;301697,192;32,2050;70705,000;491,000;35,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-02-02;10,5780;22866,000;166,999;168,050;4,4880;4,490;9839,500;70639,275;59,3430;42,000;42000,000;304899,240;32,2050;70709,000;493,000;35,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-02-03;10,5330;22866,000;167,617;171,030;4,4710;4,470;9832,500;70678,006;59,3420;42,000;42000,000;307778,762;32,2050;70719,000;493,581;35,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-02-04;10,6100;22991,000;168,541;175,655;4,4875;4,480;9841,500;70713,820;59,3420;42,000;42000,000;309868,943;32,2050;70720,000;493,076;35,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-02-07;10,8020;23398,000;173,480;175,850;4,4790;4,460;9777,500;70790,000;59,3600;42,000;43910,000;306735,313;32,2050;70716,000;494,000;35,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-02-08;10,4430;22692,000;174,620;169,000;4,4685;4,460;9781,000;70610,000;59,2920;42,000;43910,000;301000,000;32,2050;70710,000;496,500;35,000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-02-09;10,6920;23187,000;172,780;174,750;4,6100;4,600;10059,000;70330,000;59,3220;45,000;45790,000;301000,000;32,2050;70714,000;498,000;35,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-02-10;10,8350;23526,000;176,210;177,700;4,6475;4,660;10254,000;72020,000;60,1640;46,000;45790,000;325000,000;32,2050;70721,000;508,000;35,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-02-11;10,6020;23051,000;176,250;174,800;4,5060;4,510;9860,500;72320,000;60,1710;48,000;45790,000;325000,000;32,2050;70721,000;515,000;35,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-02-14;10,6730;23170,000;176,980;174,200;4,4850;4,510;9920,000;71210,000;61,7380;49,000;48490,000;337500,000;32,2050;70717,000;527,000;35,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-02-15;10,6920;23292,000;173,880;175,250;4,5325;4,530;9968,500;70720,000;62,6630;51,000;48490,000;337500,000;32,2050;70711,000;525,000;35,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-02-16;10,7590;23406,000;172,880;175,150;4,5360;4,540;9992,500;71360,000;63,4720;53,000;49740,000;337500,000;32,2050;70715,000;525,000;35,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-02-17;11,0010;23886,000;173,160;177,700;4,5155;4,530;9929,000;71360,000;63,5070;53,000;49740,000;390000,000;32,2050;70725,000;527,000;35,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-02-18;11,1620;24144,000;176,770;178,500;4,5220;4,520;9956,000;71510,000;67,4060;53,000;50940,000;390000,000;33,0120;72502,000;532,500;35,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-02-21;11,2810;24349,000;178,280;179,000;4,4915;4,522;9898,000;71490,000;70,6290;53,615;50940,000;400000,000;33,0120;72499,000;540,000;34,998;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0
2022-02-22;11,4320;24558,000;179,260;180,000;4,4955;4,510;9915,000;71110,000;70,7210;55,000;51310,000;400000,000;33,2440;73002,000;545,000;35,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0
2022-02-23;11,2890;24396,000;178,380;177,000;4,4700;4,480;9866,000;71260,000;70,8310;57,000;51560,000;400000,000;33,2440;73005,000;539,000;35,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0
2022-02-24;11,4450;24716,000;178,370;178,500;4,4745;4,450;9864,000;70850,000;74,9460;58,000;51860,000;405000,000;33,5660;73722,000;539,500;35,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-02-25;11,2660;24361,000;179,240;178,500;4,4850;4,470;9873,000;70960,000;76,8140;58,000;51860,000;405000,000;33,5660;73721,000;538,000;35,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-02-28;11,1860;24282,000;177,600;177,100;4,4690;4,440;9883,500;70820,000;75,8960;52,000;51870,000;433000,000;33,5660;73718,000;534,500;35,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-03-01;11,5920;25103,000;178,120;180,050;4,5790;4,590;10061,500;70880,000;78,1120;62,000;60200,000;433000,000;33,5660;73704,000;539,000;36,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-03-02;12,0150;25879,000;181,150;180,350;4,6665;4,660;10166,000;71440,000;76,5290;63,000;63500,000;433000,000;33,5660;73690,000;539,500;36,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-03-03;12,5110;26897,000;183,910;189,100;4,7570;4,770;10351,000;72590,000;78,1120;64,000;63500,000;440000,000;34,3820;75500,000;544,500;36,000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-03-04;13,4300;28919,000;190,420;189,350;4,8975;4,930;10674,000;72730,000;78,1120;64,000;63500,000;440000,000;34,3820;75503,000;551,000;37,000;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0
2022-03-07;20,5100;48078,000;202,780;210,550;4,7425;4,720;10281,500;74600,000;78,1120;67,000;66090,000;470000,000;35,9680;78999,000;569,500;37,000;1;1;1;0;0;0;0;0;1;0;1;1;0;0;1;0
2022-03-08;21,8640;53192,033;227,110;235,550;4,7390;4,700;10209,000;73300,000;78,1120;67,000;66090,000;470000,000;37,1020;81499,000;554,000;37,000;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;0
2022-03-09;21,8680;56340,378;254,360;233,238;4,5570;4,560;10001,500;72840,000;78,1120;67,000;66090,000;470000,000;37,1950;81750,000;553,000;38,000;1;1;1;1;0;0;0;0;1;0;1;1;1;1;0;0
2022-03-10;21,8820;57787,922;256,090;219,950;4,6320;4,640;10117,000;71890,000;78,1120;67,000;67550,000;476500,000;37,1950;81900,000;551,000;38,000;1;1;1;1;0;0;0;0;1;0;1;1;1;1;0;0
2022-03-11;21,8750;57799,552;225,350;217,950;4,6160;4,620;10183,500;72050,000;78,1120;67,000;67550,000;476500,000;37,1950;81900,000;553,000;38,000;1;1;1;0;0;0;0;0;1;0;1;1;1;1;0;0
2022-03-14;21,8680;51867,816;207,930;219,200;4,5075;4,510;9935,000;72000,000;78,1120;70,000;67860,000;483000,000;37,1950;81886,000;550,000;38,000;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0
2022-03-15;21,5030;48784,650;221,410;227,000;4,4805;4,500;9904,000;71640,000;78,1120;70,000;67860,000;483000,000;37,1950;81884,000;529,000;38,000;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0
2022-03-16;20,6790;45590,000;223,340;220,150;4,5875;4,590;10054,000;71660,000;78,7450;70,000;67860,000;483000,000;37,1950;81881,000;531,000;38,000;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0
2022-03-17;19,1100;41945,000;221,430;224,000;4,6960;4,690;10243,000;72270,000;78,7450;70,000;68240,000;489000,000;37,1950;81880,000;548,500;38,000;1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0
2022-03-18;16,8350;36915,000;219,900;222,350;4,7090;4,730;10331,000;72890,000;78,7450;70,000;68240,000;489000,000;37,1950;81881,000;548,500;38,000;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0
2022-03-21;14,3240;31380,000;214,400;205,000;4,6925;4,700;10295,000;73160,000;78,7450;71,000;68240,000;489000,000;37,1950;81865,000;545,500;38,000;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0
2022-03-22;12,7600;28159,000;206,420;214,050;4,6950;4,690;10268,000;73200,000;78,1900;71,000;68240,000;489000,000;37,1950;81862,000;548,000;38,000;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0
2022-03-23;14,6290;32380,000;210,040;249,600;4,7640;4,760;10438,500;73180,000;78,0990;71,000;68240,000;489000,000;37,1950;81859,000;551,000;38,000;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0
2022-03-24;16,8670;37235,000;234,380;265,000;4,7120;4,730;10349,500;73700,000;78,1570;72,000;68990,000;489000,000;37,1950;81858,000;547,500;38,000;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0
2022-03-25;16,0880;35491,000;263,290;260,000;4,6860;4,690;10267,000;73610,000;78,1890;72,000;68990,000;489000,000;37,1950;81859,000;550,000;38,000;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0
2022-03-28;14,8400;32725,000;237,320;222,300;4,7205;4,710;10341,000;73120,000;78,0940;72,000;68990,000;495000,000;37,1950;81843,000;538,500;38,000;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0
2022-03-29;15,0350;31803,000;223,480;219,900;4,7165;4,720;10316,500;73650,000;78,1560;72,000;68990,000;495000,000;37,1950;81840,000;540,500;38,000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
2022-03-30;14,9380;32893,000;219,840;226,350;4,7305;4,740;10367,500;73780,000;78,3300;72,000;68990,000;495000,000;37,1950;81837,000;539,000;38,000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
2022-03-31;14,5570;32107,000;223,640;219,950;4,7345;4,740;10375,000;73580,000;78,4350;70,000;69580,000;494000,000;37,1950;81841,000;538,000;38,000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
2022-04-01;15,0670;33223,000;221,010;223,000;4,6825;4,680;10353,500;73400,000;78,0440;78,000;74500,000;494000,000;37,1950;81838,000;542,000;39,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-04;15,0730;33245,000;220,338;222,550;4,7630;4,780;10469,000;73786,966;78,0300;78,000;80250,000;495410,853;37,1950;81822,000;540,500;39,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-05;15,1070;33312,000;221,460;221,800;4,7780;4,790;10455,000;73898,072;78,0300;79,000;80250,000;495137,196;37,1950;81823,000;541,000;39,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-06;15,1810;33467,000;221,200;220,250;4,7105;4,730;10305,000;73810,000;78,0330;79,000;80250,000;494000,000;37,1950;81820,000;535,000;39,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-07;15,2860;33698,000;219,300;216,900;4,7080;4,700;10311,500;73580,000;78,0420;79,000;80250,000;492500,000;37,1950;81820,000;521,500;39,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-08;15,3620;33855,000;218,250;217,300;4,7200;4,720;10323,500;73680,000;78,0210;82,000;80250,000;492500,000;37,1950;81817,000;530,500;39,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-11;14,7270;32483,000;211,850;210,950;4,6240;4,630;10200,500;73610,000;77,9600;81,000;81171,000;486000,000;37,1950;81804,000;526,500;40,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-12;14,7200;32488,000;211,940;216,350;4,6945;4,700;10342,500;73610,000;75,7270;81,000;81171,000;486000,000;37,1950;81801,000;536,000;40,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-13;14,9440;32981,000;226,220;221,550;4,7030;4,710;10299,000;74350,000;75,7700;81,000;81171,000;486000,000;37,1950;81803,000;529,500;40,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-14;15,0340;33175,000;224,080;225,450;4,7170;4,720;10315,000;74280,000;75,7160;81,000;81171,000;486000,000;37,1950;81800,000;530,000;40,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-15;15,0340;33393,701;229,250;230,000;4,7590;4,759;10363,310;75090,000;75,5130;81,138;81168,680;486213,807;37,1950;81795,691;532,000;39,998;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-18;15,0340;33991,846;231,850;237,500;4,7945;4,800;10387,342;74930,000;75,8020;81,000;81170,220;486000,000;37,1950;81783,540;531,500;40,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-19;15,2930;33768,000;241,110;239,000;4,7060;4,710;10304,500;75160,000;75,5390;81,000;81171,000;486000,000;37,1950;81779,000;536,000;40,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-20;15,1790;33505,000;238,730;237,800;4,6580;4,650;10223,000;74510,000;75,2410;83,000;81171,000;486000,000;37,1950;81775,000;530,000;40,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-21;15,3650;33911,000;235,460;235,500;4,6925;4,700;10285,000;74470,000;74,4920;83,000;81171,000;475000,000;37,1950;81774,000;529,000;40,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-04-22;15,0000;33107,000;238,880;236,500;4,5825;4,580;10110,000;74920,000;73,9020;82,000;81171,000;475000,000;37,1950;81770,000;532,500;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-25;14,7900;32636,000;226,950;228,000;4,4455;4,450;9769,000;74240,000;73,2090;82,000;81171,000;460000,000;37,1950;81755,000;528,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-26;14,9930;33076,000;217,540;224,350;4,4255;4,440;9860,000;73410,000;72,5240;82,000;81171,000;460000,000;37,1950;81752,000;512,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-27;15,0960;33300,000;225,040;229,450;4,4550;4,450;9856,000;73480,000;71,9320;82,000;81171,000;460000,000;37,1950;81749,000;511,500;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-28;14,9380;32977,000;229,070;227,200;4,4110;4,410;9697,000;73520,000;70,6550;82,000;81171,000;460000,000;37,1950;81750,000;512,500;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-29;14,3890;31771,000;230,210;231,600;4,3705;4,400;9769,500;73630,000;70,2000;81,000;81170,000;460000,000;37,1950;81746,000;517,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-02;14,3890;30956,077;234,349;226,744;4,2575;4,260;9472,657;74235,609;69,9860;83,000;81438,942;460001,647;37,1950;81725,765;517,617;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-03;14,0110;30975,000;233,976;224,800;4,2790;4,270;9410,000;74240,553;69,9860;83,000;81500,000;460009,745;37,1950;81720,000;516,500;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-04;13,8450;30638,000;231,470;224,950;4,2800;4,330;9473,500;74003,964;69,9860;83,000;81500,000;460011,266;37,1950;81716,000;516,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-05;13,6140;30114,000;226,080;220,300;4,2795;4,290;9489,500;73440,000;69,8460;82,000;81500,000;460000,000;37,1950;81715,000;511,500;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-06;13,5950;30076,000;219,190;216,100;4,2615;4,260;9414,500;72660,000;69,3290;82,000;81500,000;460000,000;37,1950;81717,000;502,500;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-09;12,7350;28185,000;214,070;206,800;4,1885;4,190;9237,500;72230,000;68,8290;82,000;81500,000;460000,000;37,1950;81696,000;492,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-10;12,8410;28414,000;206,530;204,950;4,1860;4,150;9228,500;71960,000;68,7780;82,000;81500,000;460000,000;37,1950;81692,000;488,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-11;12,5700;27806,000;212,270;210,950;4,1965;4,210;9340,000;71930,000;68,1020;82,000;81500,000;460000,000;37,1950;81688,000;489,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-12;12,5760;27810,000;211,210;205,600;4,0900;4,110;9090,000;71750,000;67,3190;81,000;80850,000;455000,000;37,1950;81687,000;481,500;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-13;12,3250;27262,000;210,280;207,100;4,1695;4,180;9159,000;71050,000;67,3910;81,000;80850,000;455000,000;37,1950;81688,000;474,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-16;11,9970;26549,000;211,500;205,300;4,2070;4,200;9238,500;71300,000;67,3640;81,000;80850,000;455000,000;34,0190;74668,000;472,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-17;11,9420;26406,000;200,080;208,000;4,2360;4,240;9366,000;71640,000;68,0330;81,000;80850,000;455000,000;34,0190;74665,000;472,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-18;11,8420;26159,000;202,250;205,000;4,1585;4,180;9235,000;71730,000;67,8250;81,000;80850,000;455000,000;34,0190;74662,000;473,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-19;12,7930;28231,000;203,030;205,000;4,2895;4,290;9415,500;71340,000;67,7660;81,000;80950,000;455000,000;34,0190;74661,000;465,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-20;12,6740;27973,000;210,700;214,500;4,2810;4,280;9422,000;71770,000;68,5180;81,000;80950,000;455000,000;34,0190;74665,000;465,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-23;12,5610;27732,000;210,930;210,000;4,3325;4,350;9548,000;72020,000;68,8250;81,000;80950,000;455000,000;34,0190;74649,000;470,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-24;12,0220;26550,000;208,630;210,000;4,3150;4,330;9453,500;72040,000;68,6460;80,000;79887,500;455000,000;34,0190;74646,000;470,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-25;12,1250;26788,000;203,800;210,000;4,2725;4,280;9373,000;71730,000;68,3410;80,000;79887,500;455000,000;34,0190;74643,000;470,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-26;12,3170;27198,000;203,450;206,050;4,2505;4,260;9353,000;71500,000;67,9570;80,000;79726,190;455000,000;34,0190;74644,000;430,000;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2022-05-27;12,8070;28284,000;210,560;209,000;4,3040;4,300;9459,000;72110,000;68,4080;80,000;79726,190;455000,000;33,5660;73644,000;418,500;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2022-05-30;13,2590;29279,000;216,660;209,950;4,3365;4,330;9543,000;72260,000;70,1550;82,910;79726,190;455000,000;33,5660;73628,000;420,000;41,009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2022-05-31;12,8560;28392,000;221,150;205,800;4,2890;4,300;9447,500;72380,000;70,3000;80,000;79730,000;455000,000;33,5660;73630,000;413,500;40,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2022-06-01;12,7280;28119,000;216,520;207,200;4,3320;4,330;9499,500;71930,000;70,0680;75,000;75000,000;455000,000;33,5660;73627,000;395,000;38,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2022-06-02;12,7280;28301,832;220,860;209,450;4,5455;4,550;9594,886;72290,000;70,1980;75,000;71123,687;455000,000;33,5660;73847,051;388,000;37,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2022-06-03;12,7280;28701,094;224,661;209,300;4,4775;4,480;9681,491;72728,362;70,3420;75,000;69492,278;456845,901;33,5660;74158,729;391,500;37,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2022-06-06;13,4390;29701,000;224,960;212,150;4,4420;4,440;9745,000;72940,000;70,5550;75,000;73100,000;465000,000;33,5180;73500,000;390,000;38,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2022-06-07;13,3360;29481,000;225,980;209,900;4,4345;4,440;9699,000;72810,000;70,8280;75,000;75000,000;465000,000;33,0670;72500,000;398,000;38,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2022-06-08;13,0520;28855,000;224,380;212,000;4,4470;4,460;9730,000;72860,000;70,6760;75,000;75000,000;465000,000;33,0670;72498,000;402,500;37,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2022-06-09;12,6760;28023,000;223,400;211,250;4,3850;4,390;9615,000;72890,000;71,0950;75,000;75000,000;465000,000;33,0670;72499,000;402,500;37,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-06-10;12,3320;27264,000;219,760;209,900;4,3010;4,300;9447,500;72620,000;70,8240;75,000;75000,000;465000,000;33,0670;72500,000;400,000;36,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-06-13;11,7200;25929,000;212,130;203,400;4,2195;4,220;9294,000;72120,000;70,4400;75,000;75000,000;465000,000;32,8470;72000,000;403,000;36,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-06-14;11,4110;25259,000;206,100;199,700;4,1380;4,160;9230,500;71680,000;70,9030;75,000;75000,000;465000,000;32,8470;72000,000;401,000;36,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-06-15;11,6840;25857,000;204,570;199,700;4,1580;4,170;9230,000;71110,000;71,2130;75,000;75000,000;465000,000;32,8470;72000,000;401,000;36,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-06-16;11,4170;25259,000;203,390;201,050;4,1060;4,110;9074,500;70780,000;71,0970;75,000;75000,000;465000,000;32,8470;72013,000;402,500;36,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-06-17;11,6030;25669,000;197,110;198,600;4,0175;4,020;8961,500;69610,000;71,2280;75,000;75000,000;465000,000;32,8400;72000,000;393,500;36,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-06-20;11,6440;25738,000;197,240;198,800;4,0020;4,041;8977,500;68670,000;71,3910;75,000;75000,000;465000,000;32,8400;71986,000;383,000;35,185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2022-06-21;11,7460;25949,000;200,410;199,500;4,0340;4,040;8995,000;68180,000;71,2740;75,000;75000,000;465000,000;32,8400;71986,000;387,000;35,000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
